Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
yes,,Travel_Frequently,138.0USD,Research & Development,nanUSD,3.0,Medical,,269.0,2.0,Female,37.0,3.0,2.0,Laboratory Technician,2.0,Single,4425.0,15986.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,6.0,,1.0,2.0
Yes ,,Travel_Rarely,,,5.0,,,1.0,42.0,4.0,Male,,,2.0,Sales Representative,4.0,Married,2086.0,3335.0,,,,14.0,3.0,3.0,,,19.0,,4.0,1.0,,,0.0
45.0,No,Travel_Rarely,1457.0,Research & Development,7.0,3.0,Medical,,1195.0,1.0,Female,,3.0,1.0,Research Scientist,3.0,Married,4477.0,20100.0,4.0,,Yes,19.0,3.0,3.0,80.0,1.0,7.0,2.0,2.0,3.0,2.0,0.0,2.0
yes,No,,,Research & Development,14.0,3.0,Medical,1.0,252.0,4.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,2756.0,4673.0,,Y,,,3.0,4.0,80.0,1.0,,5.0,3.0,,,1.0,
Yes ,,Travel_Frequently,,Sales,8.0,1.0,,1.0,800.0,,Male,84.0,3.0,2.0,Sales Executive,,Married,4342.0,24008.0,,Y,No,,,2.0,80.0,1.0,,3.0,,4.0,2.0,,
30.0,No,Non-Travel,1116.0,Research & Development,2.0,,Medical,1.0,571.0,3.0,Female,49.0,3.0,,,,Single,2564.0,7181.0,0.0,Y,,14.0,3.0,3.0,80.0,0.0,12.0,,,11.0,7.0,6.0,
27.0,No,Non-Travel,443.0,Research & Development,3.0,,Medical,1.0,850.0,4.0,Male,50.0,3.0,1.0,Research Scientist,4.0,Married,,,1.0,,No,11.0,3.0,3.0,80.0,3.0,,6.0,2.0,0.0,0.0,0.0,0.0
,No,Travel_Rarely,204.0,Sales,14.0,3.0,Technical Degree,1.0,666.0,3.0,Female,31.0,3.0,1.0,Sales Representative,,Divorced,,,1.0,Y,Yes,,3.0,4.0,,2.0,8.0,3.0,,8.0,2.0,0.0,6.0
,No,Travel_Rarely,950.0,Research & Development,3.0,3.0,Medical,1.0,1121.0,4.0,Female,93.0,3.0,3.0,,2.0,Divorced,,8039.0,,,No,17.0,3.0,2.0,80.0,3.0,10.0,3.0,2.0,9.0,7.0,,7.0
yes,No,Non-Travel,390.0,Research & Development,,4.0,Life Sciences,1.0,,4.0,Male,32.0,1.0,2.0,Healthcare Representative,3.0,Divorced,5660.0,,2.0,Y,,13.0,,4.0,,1.0,12.0,,3.0,5.0,,1.0,
33.0,No,Travel_Frequently,1141.0,Sales,1.0,,Life Sciences,1.0,52.0,3.0,Female,42.0,4.0,2.0,Sales Executive,1.0,,5376.0,,2.0,Y,No,19.0,3.0,1.0,80.0,2.0,10.0,,3.0,5.0,,,3.0
35.0,Yes,Travel_Rarely,,,10.0,3.0,Medical,1.0,1639.0,,Male,55.0,2.0,3.0,Sales Executive,1.0,Married,10306.0,21530.0,9.0,Y,No,17.0,,3.0,80.0,0.0,,3.0,3.0,,12.0,6.0,0.0
32.0,,Non-Travel,976.0,Sales,26.0,4.0,Marketing,1.0,,3.0,Male,100.0,3.0,,Sales Executive,,Married,4465.0,,0.0,Y,No,,3.0,1.0,80.0,0.0,,2.0,3.0,3.0,2.0,2.0,
29.0,Yes,Travel_Rarely,224.0,Research & Development,1.0,4.0,Technical Degree,1.0,1522.0,1.0,,100.0,2.0,1.0,Research Scientist,1.0,Single,2362.0,7568.0,6.0,Y,No,13.0,,3.0,80.0,,11.0,2.0,1.0,,7.0,0.0,7.0
34.0USD,No,Travel_Frequently,nanUSD,Research & Development,1.0USD,4.0,Other,1.0,1431.0,4.0,Male,91.0,3.0,1.0,Research Scientist,1.0,,2996.0,20284.0,,Y,No,,3.0,3.0,80.0,2.0,10.0,2.0,3.0,4.0,,1.0,3.0
32.0USD,,Travel_Rarely,529.0USD,Research & Development,nanUSD,,Technical Degree,1.0,2038.0,4.0,Male,,3.0,1.0,Research Scientist,1.0,Single,2439.0,11288.0,1.0,,No,,3.0,4.0,80.0,0.0,4.0,,3.0,4.0,2.0,,
,No,Travel_Rarely,1125.0,Sales,,3.0,Marketing,1.0,580.0,3.0,Female,94.0,,,Sales Executive,4.0,Married,,11563.0,2.0,Y,Yes,19.0,3.0,3.0,80.0,1.0,15.0,,,3.0,2.0,1.0,2.0
yes,No,,523.0,Research & Development,2.0,3.0,Life Sciences,1.0,1346.0,,Male,98.0,3.0,2.0,Research Scientist,4.0,Single,4661.0,22455.0,1.0,Y,,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,
,Yes,Travel_Rarely,211.0,Sales,,,,1.0,1758.0,1.0,Female,74.0,3.0,3.0,Sales Executive,1.0,Single,,10092.0,2.0,Y,Yes,20.0,4.0,3.0,80.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0
yes,,Travel_Frequently,59920.0,Human Resources,1160.0,3.0,Human Resources,,1944.0,1.0,Female,58.0,,1.0,,2.0,Married,2863.0,19555.0,1.0,Y,No,12.0,,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
41.0,No,Travel_Rarely,582.0,Research & Development,28.0,4.0,,1.0,2034.0,1.0,,60.0,2.0,4.0,Manufacturing Director,2.0,Married,,5640.0,0.0,Y,,23.0,4.0,3.0,80.0,1.0,21.0,3.0,,,7.0,0.0,10.0
40.0,No,Travel_Rarely,989.0,Research & Development,4.0,1.0,Medical,1.0,,4.0,Female,46.0,3.0,5.0,Manager,3.0,Married,,6499.0,1.0,,No,,,2.0,80.0,1.0,21.0,,3.0,20.0,8.0,9.0,9.0
,Yes,Travel_Frequently,1445.0,Research & Development,,5.0,,,1459.0,3.0,Female,100.0,,3.0,Manufacturing Director,2.0,Single,7446.0,8931.0,1.0,Y,No,11.0,3.0,1.0,80.0,,10.0,2.0,3.0,,8.0,,7.0
,No,Travel_Frequently,1303.0,Research & Development,7.0,2.0,Life Sciences,1.0,1970.0,4.0,Male,36.0,3.0,,,3.0,Divorced,,,1.0,Y,No,20.0,4.0,3.0,80.0,3.0,9.0,2.0,3.0,9.0,7.0,2.0,8.0
35.0,No,Travel_Rarely,1276.0,Research & Development,16.0,3.0,Life Sciences,1.0,586.0,,Male,,3.0,3.0,Healthcare Representative,3.0,,7632.0,,4.0,Y,Yes,12.0,3.0,3.0,80.0,,10.0,2.0,3.0,8.0,7.0,0.0,0.0
24.0,No,,,Research & Development,17.0,1.0,Medical,1.0,,4.0,,41.0,,2.0,Manufacturing Director,3.0,Divorced,4377.0,24117.0,1.0,Y,No,15.0,3.0,2.0,,2.0,5.0,6.0,3.0,4.0,,,2.0
34.0,No,Travel_Rarely,,,1.0,2.0,Medical,1.0,110.0,1.0,Male,94.0,3.0,2.0,,2.0,Married,4325.0,17736.0,1.0,Y,No,15.0,,3.0,80.0,0.0,5.0,,3.0,5.0,2.0,1.0,3.0
31.0,No,Travel_Rarely,1398.0,Human Resources,8.0,2.0,Medical,1.0,1461.0,4.0,Female,,4.0,1.0,Human Resources,2.0,Single,,24609.0,9.0,Y,No,18.0,3.0,,,0.0,8.0,,3.0,3.0,2.0,0.0,2.0
nanUSD,,Travel_Rarely,nanUSD,,1.0USD,3.0,Medical,1.0,,,,,3.0,1.0,Research Scientist,,,,12719.0,,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,,1.0,
,No,Travel_Rarely,440.0,,21.0,,Medical,,221.0,,Male,42.0,3.0,,Research Scientist,,Married,2713.0,,1.0,Y,No,11.0,3.0,3.0,,1.0,5.0,,1.0,,2.0,0.0,2.0
36.0,No,Non-Travel,1229.0,Sales,,4.0,Technical Degree,1.0,,1.0,Male,84.0,,,Sales Executive,4.0,,5079.0,25952.0,4.0,,No,13.0,3.0,,,2.0,,3.0,3.0,,,0.0,7.0
37.0,No,Travel_Rarely,1107.0,Research & Development,14.0,3.0,,1.0,515.0,4.0,Female,95.0,3.0,1.0,Laboratory Technician,,Divorced,3034.0,26914.0,1.0,Y,No,,,,80.0,1.0,18.0,2.0,,18.0,7.0,12.0,17.0
,Yes,Non-Travel,265.0,Sales,,2.0,Medical,1.0,1037.0,2.0,Male,79.0,1.0,,Sales Executive,1.0,Single,4969.0,21813.0,8.0,Y,No,18.0,,,80.0,0.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0
,,Travel_Rarely,556.0,Research & Development,23.0,,,,261.0,,,50.0,2.0,,Manufacturing Director,,Married,5916.0,15497.0,3.0,Y,,13.0,,1.0,80.0,0.0,8.0,,3.0,1.0,0.0,0.0,1.0
30.0,,,,Sales,,2.0,,,1754.0,3.0,Male,94.0,2.0,,Sales Executive,1.0,Divorced,,3088.0,2.0,,No,11.0,3.0,,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,7.0
Yes ,No,Travel_Rarely,1369.0USD,Research & Development,23.0USD,3.0,Life Sciences,1.0,1373.0,4.0,Male,68.0,,4.0,Manufacturing Director,2.0,Married,,18235.0,4.0,Y,Yes,12.0,3.0,1.0,,1.0,33.0,,,19.0,16.0,15.0,9.0
34.0,No,Travel_Rarely,131.0,Sales,2.0,3.0,Marketing,1.0,1281.0,3.0,Female,86.0,3.0,2.0,Sales Executive,1.0,Single,4538.0,6039.0,0.0,Y,Yes,12.0,3.0,4.0,,0.0,,3.0,3.0,,2.0,0.0,2.0
30.0,No,Travel_Rarely,,Research & Development,7.0,4.0,Life Sciences,1.0,,3.0,Male,49.0,3.0,,Laboratory Technician,3.0,,3491.0,11309.0,1.0,Y,No,,3.0,1.0,80.0,3.0,,4.0,2.0,10.0,7.0,8.0,9.0
Yes ,No,,601.0,Sales,7.0,5.0,Marketing,1.0,1446.0,4.0,Male,,3.0,,Sales Executive,4.0,Married,9204.0,23343.0,,Y,,12.0,3.0,3.0,80.0,,,3.0,2.0,4.0,,,3.0
Yes ,,Travel_Rarely,1168.0,,24.0,4.0,Life Sciences,,1968.0,1.0,,66.0,3.0,3.0,Sales Executive,1.0,Single,10448.0,5843.0,6.0,Y,Yes,13.0,3.0,,,0.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0
29.0,No,,942.0,Research & Development,,1.0,Life Sciences,1.0,1202.0,2.0,Female,,1.0,,,4.0,Married,,26933.0,0.0,Y,,18.0,3.0,,80.0,,,2.0,2.0,,4.0,1.0,3.0
yes,No,Travel_Frequently,1413.0,Sales,1.0,1.0,Medical,,312.0,2.0,Female,,3.0,3.0,Sales Executive,4.0,Married,7918.0,6599.0,1.0,,No,14.0,3.0,4.0,80.0,1.0,11.0,5.0,3.0,11.0,10.0,4.0,1.0
45.0,No,Travel_Rarely,538.0,,1.0,,Technical Degree,1.0,1553.0,1.0,Male,66.0,3.0,3.0,Healthcare Representative,2.0,,7441.0,20933.0,1.0,Y,No,,3.0,,80.0,3.0,,4.0,,,8.0,7.0,7.0
50.0,No,Travel_Rarely,1322.0,Research & Development,28.0,3.0,Life Sciences,1.0,1317.0,,Female,43.0,,,Research Director,1.0,Married,16880.0,,4.0,,Yes,11.0,3.0,2.0,,0.0,,2.0,3.0,3.0,2.0,1.0,2.0
50.0USD,No,,328.0USD,Research & Development,1.0USD,3.0,Medical,1.0,249.0,3.0,Male,86.0,2.0,1.0,Laboratory Technician,3.0,Married,3690.0,3425.0,,Y,,15.0,3.0,,80.0,1.0,,2.0,2.0,,2.0,,2.0
31.0USD,No,Travel_Rarely,616.0USD,Research & Development,12.0USD,3.0,Medical,1.0,961.0,,,41.0,3.0,2.0,,4.0,Married,5855.0,17369.0,0.0,Y,Yes,11.0,3.0,3.0,80.0,2.0,,,1.0,9.0,7.0,8.0,
,No,,1467.0,Research & Development,20.0,,Life Sciences,,1475.0,,Male,,3.0,,,2.0,Single,,21158.0,,Y,,13.0,3.0,3.0,80.0,0.0,,,2.0,5.0,2.0,1.0,
Yes ,No,Travel_Rarely,832.0,Research & Development,5.0,4.0,Life Sciences,,338.0,3.0,,63.0,,1.0,Research Scientist,4.0,Married,2911.0,,,Y,No,13.0,3.0,3.0,80.0,1.0,2.0,2.0,,2.0,,0.0,2.0
yes,No,Travel_Frequently,279.0,Research & Development,8.0,1.0,Life Sciences,1.0,2.0,3.0,Male,61.0,2.0,2.0,Research Scientist,2.0,Married,5130.0,24907.0,1.0,Y,,23.0,4.0,4.0,,,10.0,3.0,3.0,10.0,,1.0,
49.0,No,,1261.0,Research & Development,7.0,3.0,Other,1.0,499.0,,Male,31.0,2.0,3.0,,3.0,,10965.0,12066.0,8.0,Y,No,24.0,,3.0,80.0,0.0,26.0,,3.0,,,0.0,0.0
yes,,Travel_Rarely,933.0USD,Sales,1.0USD,3.0,Life Sciences,,476.0,,Male,57.0,3.0,2.0,,,Married,5296.0,20156.0,1.0,Y,No,17.0,3.0,,80.0,1.0,,3.0,3.0,8.0,7.0,7.0,7.0
Yes ,No,Non-Travel,1052.0,,,3.0,Medical,1.0,302.0,4.0,Female,,2.0,3.0,Sales Executive,4.0,Single,8865.0,,,Y,,12.0,3.0,,80.0,0.0,23.0,2.0,3.0,19.0,7.0,,8.0
31.0,No,Non-Travel,976.0,Research & Development,,2.0,Medical,1.0,1948.0,3.0,Male,,3.0,1.0,Research Scientist,1.0,Divorced,3065.0,3995.0,1.0,Y,,,3.0,4.0,,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0
38.0,No,,1084.0,Research & Development,29.0,3.0,Technical Degree,1.0,273.0,4.0,Male,54.0,3.0,,,,Married,6261.0,4185.0,3.0,,No,,3.0,1.0,80.0,1.0,9.0,,,7.0,,1.0,7.0
48.0,Yes,Travel_Rarely,626.0,Research & Development,1.0,2.0,Life Sciences,1.0,64.0,1.0,Male,,2.0,3.0,Laboratory Technician,3.0,Single,5381.0,19294.0,9.0,,Yes,13.0,3.0,,80.0,0.0,23.0,2.0,3.0,1.0,0.0,0.0,0.0
39.0,No,,1253.0,Research & Development,10.0,,Medical,1.0,1800.0,3.0,Male,65.0,3.0,,Research Director,3.0,Single,13464.0,7914.0,7.0,Y,No,21.0,4.0,,80.0,0.0,9.0,,3.0,4.0,3.0,,2.0
yes,No,Travel_Rarely,117.0,Research & Development,10.0,1.0,Medical,,429.0,3.0,Male,99.0,3.0,4.0,,1.0,Married,17068.0,5355.0,1.0,Y,Yes,14.0,3.0,,80.0,0.0,21.0,,,21.0,9.0,,
44.0,No,Travel_Rarely,1448.0,Sales,,3.0,Medical,1.0,1039.0,4.0,,53.0,,,,4.0,Married,13320.0,11737.0,3.0,,Yes,18.0,3.0,3.0,80.0,1.0,23.0,2.0,3.0,12.0,,11.0,11.0
yes,No,Travel_Rarely,676.0,Research & Development,,3.0,Other,1.0,823.0,3.0,Female,,3.0,2.0,Manufacturing Director,2.0,Married,5228.0,23361.0,,Y,No,15.0,,1.0,,1.0,10.0,2.0,3.0,9.0,,0.0,5.0
38.0,No,Travel_Rarely,1380.0,Research & Development,9.0,2.0,Life Sciences,1.0,245.0,3.0,Female,75.0,3.0,1.0,,4.0,Single,2288.0,6319.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
Yes ,,,585.0,Sales,29.0,,,1.0,2019.0,,Male,40.0,,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0,Y,,15.0,3.0,2.0,80.0,2.0,16.0,,2.0,,8.0,0.0,0.0
32.0USD,Yes,,238.0USD,Research & Development,5.0USD,2.0,Life Sciences,,1939.0,1.0,Female,47.0,,1.0,Research Scientist,3.0,Single,2432.0,15318.0,3.0,,Yes,14.0,,1.0,80.0,,,2.0,3.0,4.0,1.0,0.0,3.0
,,Travel_Rarely,1396.0,Research & Development,5.0,2.0,Life Sciences,1.0,304.0,4.0,Male,62.0,3.0,2.0,Laboratory Technician,2.0,Single,5914.0,9945.0,8.0,Y,No,16.0,3.0,,80.0,0.0,16.0,3.0,4.0,13.0,11.0,3.0,7.0
30.0,No,Travel_Rarely,,Research & Development,8.0,2.0,Life Sciences,1.0,1015.0,2.0,,73.0,4.0,3.0,Research Director,1.0,,11416.0,17802.0,0.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,9.0,,2.0,8.0,,1.0,7.0
27.0,No,Travel_Rarely,894.0,Research & Development,9.0,3.0,Medical,,,4.0,Female,99.0,3.0,,,2.0,,2279.0,11781.0,,Y,No,16.0,3.0,4.0,,,7.0,2.0,2.0,7.0,7.0,0.0,3.0
,No,Travel_Rarely,705.0,Sales,,4.0,Marketing,1.0,38.0,2.0,Female,83.0,,5.0,Manager,1.0,Single,18947.0,22822.0,3.0,Y,,12.0,3.0,4.0,80.0,0.0,22.0,2.0,,2.0,2.0,,1.0
Yes ,,Travel_Rarely,,Research & Development,,1.0,Medical,,2062.0,4.0,,42.0,,,,1.0,Married,9991.0,,4.0,,No,15.0,3.0,1.0,,,9.0,5.0,3.0,7.0,7.0,1.0,
yes,No,Travel_Rarely,1229.0USD,Research & Development,8.0USD,1.0,,1.0,63.0,4.0,Male,36.0,4.0,,Laboratory Technician,4.0,Married,,4892.0,1.0,Y,No,19.0,3.0,4.0,80.0,,1.0,2.0,3.0,,0.0,0.0,
yes,,Travel_Rarely,682.0USD,Sales,nanUSD,4.0,Medical,,131.0,,Male,37.0,3.0,4.0,,3.0,Single,,24409.0,0.0,Y,,13.0,3.0,3.0,80.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0
29.0,No,,,,7.0,,Life Sciences,1.0,1883.0,4.0,Male,59.0,3.0,1.0,,1.0,Single,2062.0,,3.0,Y,No,14.0,3.0,,80.0,0.0,,2.0,3.0,3.0,2.0,1.0,2.0
Yes ,No,Non-Travel,256.0,Sales,10.0,,Medical,1.0,,3.0,Male,40.0,1.0,2.0,,2.0,,,22074.0,1.0,,,,3.0,,80.0,0.0,19.0,4.0,3.0,19.0,2.0,11.0,9.0
yes,Yes,Travel_Rarely,121.0,Sales,27.0,3.0,Marketing,1.0,283.0,,Female,,3.0,3.0,Sales Executive,4.0,,7639.0,24525.0,1.0,Y,No,22.0,4.0,4.0,80.0,3.0,10.0,3.0,2.0,,4.0,1.0,
33.0,No,Travel_Rarely,922.0,,1.0,5.0,Medical,,612.0,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,,22578.0,4.0,Y,,,3.0,3.0,80.0,1.0,10.0,2.0,3.0,6.0,1.0,0.0,5.0
31.0,No,Travel_Rarely,,Sales,,4.0,Marketing,1.0,1784.0,1.0,Female,91.0,2.0,2.0,Sales Executive,,Married,5468.0,13402.0,1.0,Y,No,14.0,3.0,,80.0,2.0,,3.0,3.0,12.0,,5.0,7.0
Yes ,No,Travel_Rarely,1099.0,Sales,5.0,,Marketing,1.0,1267.0,2.0,,88.0,,5.0,Manager,2.0,Married,18213.0,8751.0,,Y,No,,3.0,,,1.0,,,3.0,22.0,9.0,3.0,10.0
yes,No,Non-Travel,1398.0USD,Sales,22.0USD,4.0,Other,1.0,567.0,3.0,Female,69.0,3.0,3.0,,1.0,Married,8412.0,2890.0,0.0,Y,No,11.0,,3.0,,,10.0,3.0,3.0,,8.0,7.0,8.0
46.0USD,No,Travel_Frequently,1034.0USD,Research & Development,18.0USD,1.0,,1.0,624.0,1.0,Female,86.0,,3.0,Healthcare Representative,3.0,,10527.0,8984.0,5.0,Y,No,11.0,,4.0,80.0,,28.0,3.0,2.0,2.0,,,2.0
Yes ,No,,452.0,Research & Development,1.0,3.0,Medical,,374.0,,Male,81.0,,,Manager,1.0,Single,19045.0,18938.0,0.0,Y,,14.0,3.0,,80.0,0.0,37.0,2.0,3.0,36.0,10.0,4.0,
yes,No,Travel_Rarely,1157.0USD,Sales,nanUSD,4.0,Life Sciences,1.0,1556.0,,Male,70.0,3.0,1.0,Sales Representative,,,2644.0,17001.0,3.0,,Yes,21.0,4.0,4.0,80.0,0.0,7.0,3.0,,3.0,2.0,1.0,2.0
,No,Travel_Frequently,829.0,Research & Development,15.0,3.0,Medical,1.0,1485.0,2.0,,71.0,,4.0,Research Director,,,17007.0,11929.0,7.0,Y,No,14.0,3.0,4.0,80.0,2.0,,3.0,2.0,,8.0,6.0,9.0
32.0,,Travel_Rarely,929.0,Sales,10.0,3.0,Marketing,,,4.0,Male,55.0,3.0,,Sales Executive,4.0,Single,5396.0,21703.0,1.0,Y,No,12.0,3.0,4.0,,0.0,,2.0,2.0,10.0,7.0,,8.0
39.0,No,,524.0,Research & Development,18.0,2.0,Life Sciences,1.0,1322.0,,Male,32.0,3.0,2.0,,3.0,Single,4534.0,,0.0,Y,No,,3.0,1.0,80.0,0.0,,6.0,,8.0,7.0,1.0,7.0
31.0,No,,471.0,Research & Development,4.0,,Medical,1.0,1916.0,1.0,Female,62.0,4.0,,Laboratory Technician,3.0,Divorced,3978.0,16031.0,,Y,,12.0,3.0,2.0,80.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0
,No,Travel_Rarely,619.0,Sales,,3.0,Marketing,1.0,600.0,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,18659.0,9.0,Y,,,3.0,3.0,80.0,,15.0,2.0,3.0,11.0,,,9.0
yes,,Non-Travel,1142.0,Research & Development,8.0,2.0,,1.0,1552.0,,Male,,3.0,2.0,Healthcare Representative,,Divorced,4069.0,8841.0,,Y,Yes,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,2.0,,,2.0
46.0,No,Travel_Rarely,,Human Resources,5.0,2.0,Medical,,103.0,2.0,,80.0,3.0,2.0,Human Resources,2.0,,5021.0,10425.0,8.0,Y,Yes,22.0,4.0,4.0,80.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,2.0
29.0,Yes,Travel_Rarely,1092.0,Research & Development,1.0,4.0,Medical,1.0,2027.0,1.0,Male,36.0,3.0,1.0,,4.0,Married,4787.0,26124.0,9.0,Y,Yes,14.0,3.0,2.0,80.0,3.0,4.0,3.0,4.0,,2.0,,2.0
33.0,Yes,Travel_Rarely,1277.0,Research & Development,15.0,1.0,Medical,1.0,582.0,2.0,,,3.0,3.0,Manager,3.0,Married,13610.0,24619.0,7.0,Y,,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0
39.0,No,Travel_Rarely,1329.0,Sales,4.0,4.0,Life Sciences,1.0,,4.0,Female,47.0,2.0,2.0,Sales Executive,3.0,,5902.0,14590.0,4.0,Y,,14.0,3.0,3.0,,,17.0,1.0,,15.0,11.0,5.0,
46.0,No,Travel_Rarely,488.0,,2.0,3.0,Technical Degree,,363.0,,Female,75.0,,4.0,Manager,,Married,16872.0,14977.0,,Y,Yes,12.0,3.0,2.0,,,28.0,2.0,2.0,7.0,7.0,,7.0
,No,Travel_Rarely,1302.0,Research & Development,19.0,3.0,,1.0,,4.0,Male,67.0,2.0,1.0,,1.0,Divorced,4066.0,16290.0,1.0,Y,No,11.0,3.0,,,2.0,7.0,,3.0,,7.0,,7.0
44.0,No,Travel_Rarely,1117.0,Research & Development,,1.0,,1.0,1246.0,1.0,Female,72.0,4.0,1.0,,4.0,,2011.0,19982.0,1.0,Y,No,13.0,3.0,,80.0,1.0,10.0,5.0,3.0,10.0,5.0,7.0,7.0
Yes ,No,Travel_Rarely,1342.0,Sales,,2.0,Medical,1.0,1548.0,1.0,Male,47.0,3.0,2.0,,1.0,Married,,19345.0,0.0,Y,No,12.0,3.0,,80.0,0.0,,5.0,4.0,8.0,4.0,7.0,1.0
,No,,,Research & Development,23.0,3.0,Life Sciences,1.0,495.0,4.0,Male,54.0,3.0,,Research Scientist,,Single,2201.0,18168.0,9.0,Y,No,,3.0,,80.0,,6.0,4.0,,3.0,2.0,1.0,2.0
36.0,No,Non-Travel,427.0,Research & Development,8.0,3.0,Life Sciences,1.0,,1.0,Female,63.0,4.0,3.0,Research Director,1.0,Married,11713.0,20335.0,9.0,,No,14.0,3.0,1.0,80.0,1.0,10.0,2.0,,8.0,7.0,0.0,5.0
,No,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,462.0,3.0,Female,39.0,3.0,,,4.0,Single,7143.0,,1.0,Y,Yes,,3.0,3.0,80.0,0.0,11.0,2.0,2.0,11.0,9.0,4.0,10.0
yes,No,Travel_Rarely,672.0,Research & Development,25.0,3.0,Technical Degree,1.0,899.0,4.0,Male,78.0,2.0,3.0,Manufacturing Director,,Married,10903.0,9129.0,3.0,Y,,16.0,3.0,1.0,80.0,0.0,16.0,2.0,,13.0,,4.0,8.0
30.0USD,No,Travel_Rarely,1358.0USD,Research & Development,24.0USD,,Life Sciences,,11.0,4.0,,67.0,3.0,1.0,,3.0,Divorced,2693.0,13335.0,1.0,Y,No,,4.0,2.0,80.0,1.0,1.0,,3.0,1.0,0.0,0.0,0.0
,No,Travel_Rarely,1431.0,,1.0,,Medical,1.0,332.0,3.0,Female,96.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2232.0,,7.0,Y,No,,3.0,3.0,,,,1.0,3.0,3.0,,1.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,No,Travel_Rarely,1495.0,Research & Development,4.0,2.0,,1.0,,4.0,Female,87.0,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,26176.0,7.0,Y,No,19.0,3.0,4.0,,1.0,7.0,,,0.0,0.0,0.0,
45.0,Yes,,1449.0,Sales,,3.0,Marketing,1.0,1277.0,1.0,Female,94.0,1.0,5.0,,2.0,,18824.0,2493.0,2.0,Y,Yes,16.0,3.0,1.0,80.0,,26.0,2.0,3.0,24.0,10.0,1.0,11.0
yes,,Travel_Rarely,682.0USD,Sales,nanUSD,4.0,Medical,,131.0,,Male,37.0,3.0,4.0,,3.0,Single,,24409.0,0.0,Y,,13.0,3.0,3.0,80.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0
Yes ,,,1330.0,Research & Development,21.0,3.0,Medical,,1107.0,1.0,Male,37.0,3.0,1.0,,3.0,Divorced,2377.0,19373.0,1.0,Y,No,,4.0,3.0,80.0,,,0.0,2.0,1.0,1.0,0.0,0.0
yes,No,Travel_Rarely,1272.0,,,3.0,Technical Degree,1.0,940.0,,,37.0,2.0,3.0,Healthcare Representative,2.0,Divorced,10552.0,9255.0,2.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0
,No,Non-Travel,,Sales,2.0,4.0,Life Sciences,,,3.0,Female,67.0,3.0,,Sales Executive,3.0,Married,5154.0,19665.0,4.0,Y,No,22.0,4.0,,80.0,2.0,10.0,,4.0,8.0,7.0,5.0,7.0
Yes ,No,Travel_Frequently,515.0,Research & Development,1.0,2.0,Life Sciences,,73.0,1.0,Female,,3.0,3.0,Research Director,4.0,Single,,15146.0,,Y,Yes,12.0,3.0,3.0,80.0,0.0,15.0,1.0,3.0,15.0,14.0,8.0,12.0
29.0,No,,,,7.0,,Life Sciences,1.0,1883.0,4.0,Male,59.0,3.0,1.0,,1.0,Single,2062.0,,3.0,Y,No,14.0,3.0,,80.0,0.0,,2.0,3.0,3.0,2.0,1.0,2.0
